No.,Symbol,Market Cap,Company Name,Exchange,Sector
419,TWLO,19703450052,Twilio Inc.,NYSE,Technology
420,HUBS,19461756052,"HubSpot, Inc.",NYSE,Technology
421,GIB,19861891631,CGI Inc.,NYSE,Technology
422,ZBH,19237483544,"Zimmer Biomet Holdings, Inc.",NYSE,Healthcare
423,THC,19199388777,Tenet Healthcare Corporation,NYSE,Healthcare
424,SGI,18736357910,Somnigroup International Inc.,NYSE,Consumer Discretionary
425,BG,18661274646,Bunge Global SA,NYSE,Consumer Staples
426,BCH,18607346357,Banco de Chile,NYSE,Financials
427,BEP,8017454890,Brookfield Renewable Partners L.P.,NYSE,Utilities
428,GWRE,18120122180,"Guidewire Software, Inc.",NYSE,Technology
429,KOF,18222619023,"Coca-Cola FEMSA, S.A.B. de C.V.",NYSE,Consumer Staples
430,U,18219652346,Unity Software Inc.,NYSE,Technology
431,FTI,18802618773,TechnipFMC plc,NYSE,Energy
432,SW,18255633992,Smurfit Westrock Plc,NYSE,Consumer Discretionary
433,RBA,18104970195,"RB Global, Inc.",NYSE,Industrials
434,UMC,18133982006,United Microelectronics Corporation,NYSE,Technology
435,MKC.V,18249545728,"McCormick & Company, Incorporated",NYSE,Consumer Staples
436,MKC,18029645871,"McCormick & Company, Incorporated",NYSE,Consumer Staples
437,PKG,18108784504,Packaging Corporation of America,NYSE,Consumer Discretionary
438,GPC,17926228740,Genuine Parts Company,NYSE,Consumer Discretionary
439,SBS,17730249400,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,NYSE,Utilities
440,ULS,17819858114,UL Solutions Inc.,NYSE,Industrials
441,LUV,17769448549,Southwest Airlines Co.,NYSE,Industrials
442,IFF,17721869427,International Flavors & Fragrances Inc.,NYSE,Materials
443,SNA,17785674386,Snap-on Incorporated,NYSE,Industrials
444,SQM,17646703778,Sociedad Química y Minera de Chile S.A.,NYSE,Materials
445,FIG,17304862057,"Figma, Inc.",NYSE,Technology
446,USFD,17598725043,US Foods Holding Corp.,NYSE,Consumer Staples
447,GPN,18153564069,Global Payments Inc.,NYSE,Industrials
448,ESS,16819754386,"Essex Property Trust, Inc.",NYSE,Real Estate
449,PNR,17350948536,Pentair plc,NYSE,Industrials
450,INVH,17189097316,Invitation Homes Inc.,NYSE,Real Estate
451,YUMC,17327195947,"Yum China Holdings, Inc.",NYSE,Consumer Discretionary
452,PINS,17258603665,"Pinterest, Inc.",NYSE,Communication Services
453,GDDY,17639854131,GoDaddy Inc.,NYSE,Technology
454,LII,16980838133,Lennox International Inc.,NYSE,Industrials
455,IT,18059503431,"Gartner, Inc.",NYSE,Technology
456,NVT,16931457582,nVent Electric plc,NYSE,Industrials
457,FTV,18065794895,Fortive Corporation,NYSE,Technology
458,VG,16870112505,"Venture Global, Inc.",NYSE,Energy
459,BBY,16736666770,"Best Buy Co., Inc.",NYSE,Consumer Discretionary
460,BIP,16511676036,Brookfield Infrastructure Partners L.P.,NYSE,Utilities
461,IONQ,13971122916,"IonQ, Inc.",NYSE,Technology
462,PAAS,14477590296,Pan American Silver Corp.,NYSE,Materials
463,DKS,16558602896,"DICK'S Sporting Goods, Inc.",NYSE,Consumer Discretionary
464,TRU,16581733468,TransUnion,NYSE,Financials
465,CRCL,16510378544,"Circle Internet Group, Inc.",NYSE,Financials
466,APTV,16504145412,Aptiv PLC,NYSE,Consumer Discretionary
467,DOW,16430923031,Dow Inc.,NYSE,Materials
468,XPO,16448783563,"XPO, Inc.",NYSE,Industrials
469,Q,16340223764,"Qnity Electronics, Inc.",NYSE,Technology
470,PKX,15801728010,POSCO Holdings Inc.,NYSE,Materials
471,SUI,16174432338,"Sun Communities, Inc.",NYSE,Real Estate
472,DD,16248371703,"DuPont de Nemours, Inc.",NYSE,Materials
473,ZTO,16385172785,ZTO Express (Cayman) Inc.,NYSE,Industrials
474,MAA,15813060075,"Mid-America Apartment Communities, Inc.",NYSE,Real Estate
475,APG,16207853547,APi Group Corporation,NYSE,Industrials
476,GFL,15681090792,GFL Environmental Inc.,NYSE,Industrials
477,FNF,16078405081,"Fidelity National Financial, Inc.",NYSE,Financials
478,CRS,16084004700,Carpenter Technology Corporation,NYSE,Industrials
479,BWXT,16015262656,"BWX Technologies, Inc.",NYSE,Industrials
480,MTZ,16243334459,"MasTec, Inc.",NYSE,Industrials
481,WY,15967877685,Weyerhaeuser Company,NYSE,Real Estate
482,WES,14861101593,"Western Midstream Partners, LP",NYSE,Energy
483,J,15962900070,Jacobs Solutions Inc.,NYSE,Industrials
484,H,15802408960,Hyatt Hotels Corporation,NYSE,Consumer Discretionary
485,JLL,15688046818,Jones Lang LaSalle Incorporated,NYSE,Real Estate
486,BURL,15736691744,"Burlington Stores, Inc.",NYSE,Consumer Discretionary
487,CRBG,16393099873,"Corebridge Financial, Inc.",NYSE,Financials
488,FN,15394593006,Fabrinet,NYSE,Technology
489,RYAN,7484335697,"Ryan Specialty Holdings, Inc.",NYSE,Financials
490,NLY,13654376427,"Annaly Capital Management, Inc.",NYSE,Real Estate
491,UHS,15714945895,"Universal Health Services, Inc.",NYSE,Healthcare
492,PFGC,15146484409,Performance Food Group Company,NYSE,Consumer Staples
493,CIB,14435558139,Grupo Cibest S.A.,NYSE,Financials
494,LYB,15131248038,LyondellBasell Industries N.V.,NYSE,Materials
495,CX,15117678026,"CEMEX, S.A.B. de C.V.",NYSE,Materials
496,SOLV,14876343085,Solventum Corporation,NYSE,Healthcare
497,YPF,13867792795,YPF Sociedad Anónima,NYSE,Energy
498,ALB,14742703924,Albemarle Corporation,NYSE,Materials
499,WPC,14735204844,W. P. Carey Inc.,NYSE,Real Estate
500,RS,14623617812,"Reliance, Inc.",NYSE,Materials
501,TXT,14613323529,Textron Inc.,NYSE,Industrials
502,AGI,14550123257,Alamos Gold Inc.,NYSE,Materials
503,EMA,14553880000,Emera Incorporated,NYSE,Utilities
504,ITT,14314560000,ITT Inc.,NYSE,Industrials
505,W,14309260839,Wayfair Inc.,NYSE,Consumer Discretionary
506,ALLE,14289047074,Allegion plc,NYSE,Industrials
507,BNT,14187915442,Brookfield Wealth Solutions Ltd.,NYSE,Financials
508,SNN,14613143578,Smith & Nephew plc,NYSE,Healthcare
509,BEPC,6015629767,Brookfield Renewable Corporation,NYSE,Utilities
510,OMC,14058853220,Omnicom Group Inc.,NYSE,Communication Services
511,LTM,14073899803,LATAM Airlines Group S.A.,NYSE,Industrials
512,KIM,14004372995,Kimco Realty Corporation,NYSE,Real Estate
513,OHI,13446569500,"Omega Healthcare Investors, Inc.",NYSE,Real Estate
514,RBC,14002288234,RBC Bearings Incorporated,NYSE,Industrials
515,ONON,13690617401,On Holding AG,NYSE,Consumer Discretionary
516,CHWY,13908545432,"Chewy, Inc.",NYSE,Consumer Discretionary
517,FMS,14103007050,Fresenius Medical Care AG,NYSE,Healthcare
518,MGA,13861782336,Magna International Inc.,NYSE,Consumer Discretionary
519,BSAC,13916746464,Banco Santander-Chile,NYSE,Financials
520,RPM,13746328650,RPM International Inc.,NYSE,Materials
521,GGG,13737545860,Graco Inc.,NYSE,Industrials
522,ACM,13750944948,AECOM,NYSE,Industrials
523,CACI,13643759803,CACI International Inc,NYSE,Technology
524,BF.A,13232347136,Brown-Forman Corporation,NYSE,Consumer Staples
525,BF.B,13463668736,Brown-Forman Corporation,NYSE,Consumer Staples
526,NIO,12345388825,NIO Inc.,NYSE,Consumer Discretionary
527,RBRK,13603036898,"Rubrik, Inc.",NYSE,Technology
528,RTO,13791493113,Rentokil Initial plc,NYSE,Industrials
529,AMH,11887485994,American Homes 4 Rent,NYSE,Real Estate
530,ATI,13489902901,ATI Inc.,NYSE,Industrials
531,DT,13449391769,"Dynatrace, Inc.",NYSE,Technology
532,OKLO,13401311623,Oklo Inc.,NYSE,Utilities
533,EQH,14242737252,"Equitable Holdings, Inc.",NYSE,Financials
534,TOL,13334588050,"Toll Brothers, Inc.",NYSE,Consumer Discretionary
535,BALL,13233208529,Ball Corporation,NYSE,Consumer Discretionary
536,CSL,13807424305,Carlisle Companies Incorporated,NYSE,Industrials
537,EG,13173965752,"Everest Group, Ltd.",NYSE,Financials
538,AVY,13178091723,Avery Dennison Corporation,NYSE,Consumer Discretionary
539,SN,13134980994,"SharkNinja, Inc.",NYSE,Consumer Discretionary
540,MAS,13157584503,Masco Corporation,NYSE,Industrials
541,SNAP,12891007182,Snap Inc.,NYSE,Communication Services
542,UDR,11924045465,"UDR, Inc.",NYSE,Real Estate
543,CLX,13036043104,The Clorox Company,NYSE,Consumer Staples
544,WSO.B,14256284672,"Watsco, Inc.",NYSE,Industrials
545,IEX,13106303384,IDEX Corporation,NYSE,Industrials
546,WSO,13921235914,"Watsco, Inc.",NYSE,Industrials
547,WF,13212402750,Woori Financial Group Inc.,NYSE,Financials
548,DOC,12585541295,"Healthpeak Properties, Inc.",NYSE,Real Estate
549,BXP,11477723163,"BXP, Inc.",NYSE,Real Estate
550,UNM,12809208642,Unum Group,NYSE,Financials
551,JOBY,12707381596,"Joby Aviation, Inc.",NYSE,Industrials
552,WCC,12654674435,"WESCO International, Inc.",NYSE,Industrials
553,CNA,12648249470,CNA Financial Corporation,NYSE,Financials
554,HRL,12635373526,Hormel Foods Corporation,NYSE,Consumer Staples
555,ELS,12215070810,"Equity LifeStyle Properties, Inc.",NYSE,Real Estate
556,ALLY,12550087164,Ally Financial Inc.,NYSE,Financials
557,BLD,12554203760,TopBuild Corp.,NYSE,Industrials
558,RGA,12498693854,"Reinsurance Group of America, Incorporated",NYSE,Financials
559,DECK,12811760949,Deckers Outdoor Corporation,NYSE,Consumer Discretionary
560,EVR,12132366227,Evercore Inc.,NYSE,Financials
561,SNX,12616353674,TD SYNNEX Corporation,NYSE,Technology
562,HII,12350114411,"Huntington Ingalls Industries, Inc.",NYSE,Industrials
563,HLI,12305471241,"Houlihan Lokey, Inc.",NYSE,Financials
564,SF,12279478556,Stifel Financial Corp.,NYSE,Financials
565,GMED,12202840238,"Globus Medical, Inc.",NYSE,Healthcare
566,MLI,12192627093,"Mueller Industries, Inc.",NYSE,Industrials
567,AEG,12305663402,Aegon Ltd.,NYSE,Financials
568,CF,12923962693,"CF Industries Holdings, Inc.",NYSE,Materials
569,CNH,12145056894,CNH Industrial N.V.,NYSE,Industrials
570,RNR,12067783051,RenaissanceRe Holdings Ltd.,NYSE,Financials
571,BLDR,12049965912,"Builders FirstSource, Inc.",NYSE,Industrials
572,RVTY,12522964868,"Revvity, Inc.",NYSE,Healthcare
573,CLH,12019982045,"Clean Harbors, Inc.",NYSE,Industrials
574,QXO,11928985796,"QXO, Inc.",NYSE,Industrials
575,PAC,11911022722,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",NYSE,Industrials
576,DTM,11925705390,"DT Midstream, Inc.",NYSE,Energy
577,WMS,11810722506,"Advanced Drainage Systems, Inc.",NYSE,Industrials
578,BJ,11766894189,"BJ's Wholesale Club Holdings, Inc.",NYSE,Consumer Staples
579,JEF,11727032610,Jefferies Financial Group Inc.,NYSE,Financials
580,PR,9952187308,Permian Resources Corporation,NYSE,Energy
581,PEN,11698069370,"Penumbra, Inc.",NYSE,Healthcare
582,EHC,11691018512,Encompass Health Corporation,NYSE,Healthcare
583,ELAN,11641511172,Elanco Animal Health Incorporated,NYSE,Healthcare
584,BEN,11596805111,"Franklin Resources, Inc.",NYSE,Financials
585,RDY,11553213361,Dr. Reddy's Laboratories Limited,NYSE,Healthcare
586,PCOR,11055897009,"Procore Technologies, Inc.",NYSE,Technology
587,YMM,571242061,Full Truck Alliance Co. Ltd.,NYSE,Technology
588,AFG,11471945925,"American Financial Group, Inc.",NYSE,Financials
589,CPT,11297056139,Camden Property Trust,NYSE,Real Estate
590,AIZ,11427006869,"Assurant, Inc.",NYSE,Financials
591,KLAR,11423282611,Klarna Group plc,NYSE,Financials
592,HMY,11447376481,Harmony Gold Mining Company Limited,NYSE,Materials
593,ORI,11447037000,Old Republic International Corporation,NYSE,Financials
594,WTRG,11183192590,"Essential Utilities, Inc.",NYSE,Utilities
595,JHX,11074442280,James Hardie Industries plc,NYSE,Materials
596,TIMB,11147702630,TIM S.A.,NYSE,Communication Services
597,AYI,11142508821,Acuity Inc.,NYSE,Industrials
598,CCK,11290597886,"Crown Holdings, Inc.",NYSE,Consumer Discretionary
599,DAY,11007595004,Dayforce Inc.,NYSE,Technology
600,FHN,11515500964,First Horizon Corporation,NYSE,Financials
601,SCI,10983209164,Service Corporation International,NYSE,Consumer Discretionary
602,SUZ,10962510950,Suzano S.A.,NYSE,Materials
603,SWK,10955013504,"Stanley Black & Decker, Inc.",NYSE,Industrials
604,STN,10934462141,Stantec Inc.,NYSE,Industrials
605,EMBJ,11192590340,Embraer S.A.,NYSE,Industrials
606,IVZ,10786008124,Invesco Ltd.,NYSE,Financials
607,GL,10776237146,Globe Life Inc.,NYSE,Financials
608,SPXC,10123230890,"SPX Technologies, Inc.",NYSE,Industrials
609,PAG,10747947345,"Penske Automotive Group, Inc.",NYSE,Consumer Discretionary
610,PNW,10712290711,Pinnacle West Capital Corporation,NYSE,Utilities
611,SJM,10709056361,The J. M. Smucker Company,NYSE,Consumer Staples
612,CR,10512783323,Crane Company,NYSE,Industrials
613,QGEN,10529246250,Qiagen N.V.,NYSE,Healthcare
614,NYT,10491575004,The New York Times Company,NYSE,Communication Services
615,DCI,10499372720,"Donaldson Company, Inc.",NYSE,Industrials
616,AR,10488796000,Antero Resources Corporation,NYSE,Energy
617,SUN,7568464959,Sunoco LP,NYSE,Energy
618,FDS,10570569063,FactSet Research Systems Inc.,NYSE,Financials
619,DDS,10407810594,"Dillard's, Inc.",NYSE,Consumer Discretionary
620,MP,10316586415,MP Materials Corp.,NYSE,Materials
621,EPAM,10264078424,"EPAM Systems, Inc.",NYSE,Technology
622,CMA,10189941689,Comerica Incorporated,NYSE,Financials
623,BROS,9922323306,Dutch Bros Inc.,NYSE,Consumer Discretionary
624,AA,10151390054,Alcoa Corporation,NYSE,Materials
625,BAH,10457143633,Booz Allen Hamilton Holding Corporation,NYSE,Industrials
626,UHAL,9827556301,U-Haul Holding Company,NYSE,Industrials
627,DY,10088766952,"Dycom Industries, Inc.",NYSE,Industrials
628,HL,10038078077,Hecla Mining Company,NYSE,Materials
629,ARMK,9977820468,Aramark,NYSE,Industrials
630,REXR,10133420076,"Rexford Industrial Realty, Inc.",NYSE,Real Estate
631,ACI,9889655166,"Albertsons Companies, Inc.",NYSE,Consumer Staples
632,OVV,10110756003,Ovintiv Inc.,NYSE,Energy
633,GAP,9869856212,"The Gap, Inc.",NYSE,Consumer Discretionary
634,AES,9833122713,The AES Corporation,NYSE,Utilities
635,RRX,9769240382,Regal Rexnord Corporation,NYSE,Industrials
636,CDE,9678028672,"Coeur Mining, Inc.",NYSE,Materials
637,DINO,9863106734,HF Sinclair Corporation,NYSE,Energy
638,WBS,10007755337,Webster Financial Corporation,NYSE,Financials
639,AIT,9752609530,"Applied Industrial Technologies, Inc.",NYSE,Industrials
640,EGP,9654504105,"EastGroup Properties, Inc.",NYSE,Real Estate
641,DOCS,9589384433,"Doximity, Inc.",NYSE,Healthcare
642,BAX,9591173309,Baxter International Inc.,NYSE,Healthcare
643,VIPS,9759069066,Vipshop Holdings Limited,NYSE,Consumer Discretionary
644,GME,9427662633,GameStop Corp.,NYSE,Consumer Discretionary
645,UHAL.B,8903264256,U-Haul Holding Company,NYSE,Industrials
646,MGM,9337509862,MGM Resorts International,NYSE,Consumer Discretionary
647,BWA,9417605319,BorgWarner Inc.,NYSE,Consumer Discretionary
648,PLNT,9373639878,"Planet Fitness, Inc.",NYSE,Consumer Discretionary
649,CNM,8951629116,"Core & Main, Inc.",NYSE,Industrials
650,WTS,9265715254,"Watts Water Technologies, Inc.",NYSE,Industrials
651,OGE,9035478219,OGE Energy Corp.,NYSE,Utilities
652,TAP,9355756135,Molson Coors Beverage Company,NYSE,Consumer Staples
653,TAP.A,9002220544,Molson Coors Beverage Company,NYSE,Consumer Staples
654,GTLS,9165907117,"Chart Industries, Inc.",NYSE,Industrials
655,ASR,9156282298,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",NYSE,Industrials
656,UWMC,8670638542,UWM Holdings Corporation,NYSE,Financials
657,AOS,9319154809,A. O. Smith Corporation,NYSE,Industrials
658,IPG,9105807289,"The Interpublic Group of Companies, Inc.",NYSE,Communication Services
659,ARE,9099239356,"Alexandria Real Estate Equities, Inc.",NYSE,Real Estate
660,SSB,9039350821,SouthState Bank Corporation,NYSE,Financials
661,PAYC,9211158725,"Paycom Software, Inc.",NYSE,Technology
662,KNSL,8988627537,"Kinsale Capital Group, Inc.",NYSE,Financials
663,OC,8981913238,Owens Corning,NYSE,Industrials
664,PSN,8990560061,Parsons Corporation,NYSE,Technology
665,BIO,8961267745,"Bio-Rad Laboratories, Inc.",NYSE,Healthcare
666,RRC,8956173731,Range Resources Corporation,NYSE,Energy
667,FLS,9211567456,Flowserve Corporation,NYSE,Industrials
668,ALV,9088113281,"Autoliv, Inc.",NYSE,Consumer Discretionary
669,BIO.B,6628170240,"Bio-Rad Laboratories, Inc.",NYSE,Healthcare
670,WAL,8919849710,Western Alliance Bancorporation,NYSE,Financials
671,CRL,8762742145,"Charles River Laboratories International, Inc.",NYSE,Healthcare
672,AHR,8631090930,"American Healthcare REIT, Inc.",NYSE,Real Estate
673,GNRC,8718104845,Generac Holdings Inc.,NYSE,Industrials
674,ADC,8102317004,Agree Realty Corporation,NYSE,Real Estate
675,KVYO,8604129879,"Klaviyo, Inc.",NYSE,Technology
676,KRMN,8595665378,Karman Holdings Inc.,NYSE,Industrials
677,DVA,8568722000,DaVita Inc.,NYSE,Healthcare
678,FRT,8487078207,Federal Realty Investment Trust,NYSE,Real Estate
679,GIL,8527049846,Gildan Activewear Inc.,NYSE,Consumer Discretionary
680,CAG,8484686171,"Conagra Brands, Inc.",NYSE,Consumer Staples
681,LEVI,8608150085,Levi Strauss & Co.,NYSE,Consumer Discretionary
682,CUBE,8421366932,CubeSmart,NYSE,Real Estate
683,HIMS,8132757347,"Hims & Hers Health, Inc.",NYSE,Healthcare
684,SARO,8411927140,"StandardAero, Inc.",NYSE,Industrials
685,AM,8435921982,Antero Midstream Corporation,NYSE,Energy
686,IAG,8364862000,IAMGOLD Corporation,NYSE,Materials
687,NCLH,8353974923,Norwegian Cruise Line Holdings Ltd.,NYSE,Consumer Discretionary
688,CAE,8321120486,CAE Inc.,NYSE,Industrials
689,UGI,8335492371,UGI Corporation,NYSE,Utilities
690,PRI,8302324168,"Primerica, Inc.",NYSE,Financials
691,AGCO,8292170654,AGCO Corporation,NYSE,Industrials
692,SBSW,8420937610,Sibanye Stillwater Limited,NYSE,Materials
693,CTRE,7173526336,"CareTrust REIT, Inc.",NYSE,Real Estate
694,PSO,8632459938,Pearson plc,NYSE,Communication Services
695,KT,8878463810,KT Corporation,NYSE,Communication Services
696,LW,8223189845,"Lamb Weston Holdings, Inc.",NYSE,Consumer Staples
697,LUMN,8205149920,"Lumen Technologies, Inc.",NYSE,Communication Services
698,MOD,8200503620,Modine Manufacturing Company,NYSE,Consumer Discretionary
699,AWI,8186133652,"Armstrong World Industries, Inc.",NYSE,Industrials
700,ATR,8161884154,"AptarGroup, Inc.",NYSE,Healthcare
701,AVTR,8079506079,"Avantor, Inc.",NYSE,Healthcare
702,OSK,8257415571,Oshkosh Corporation,NYSE,Industrials
703,WLK,8064533066,Westlake Corporation,NYSE,Materials
704,EDU,8044864638,New Oriental Education & Technology Group Inc.,NYSE,Consumer Staples
705,ZWS,8037324306,Zurn Elkay Water Solutions Corporation,NYSE,Industrials
706,VMI,8016965087,"Valmont Industries, Inc.",NYSE,Industrials
707,CFR,8040855563,"Cullen/Frost Bankers, Inc.",NYSE,Financials
708,BRX,7986149261,Brixmor Property Group Inc.,NYSE,Real Estate
709,CLF,6128571422,Cleveland-Cliffs Inc.,NYSE,Materials
710,QBTS,7832382210,D-Wave Quantum Inc.,NYSE,Technology
711,AN,8299427778,"AutoNation, Inc.",NYSE,Consumer Discretionary
712,BIRK,7963046558,Birkenstock Holding plc,NYSE,Consumer Discretionary
713,LNC,7789400441,Lincoln National Corporation,NYSE,Financials
714,NNN,7786753415,"NNN REIT, Inc.",NYSE,Real Estate
715,FR,7549393043,"First Industrial Realty Trust, Inc.",NYSE,Real Estate
716,SKM,7717249643,"SK Telecom Co., Ltd.",NYSE,Communication Services
717,VNO,7136757557,Vornado Realty Trust,NYSE,Real Estate
718,AXS,7716100339,AXIS Capital Holdings Limited,NYSE,Financials
719,LAD,8238863595,"Lithia Motors, Inc.",NYSE,Consumer Discretionary
720,G,7807584390,Genpact Limited,NYSE,Technology
721,MOS,7668173905,The Mosaic Company,NYSE,Materials
722,MOH,7951260640,"Molina Healthcare, Inc.",NYSE,Healthcare
723,AMG,7485468331,"Affiliated Managers Group, Inc.",NYSE,Financials
724,JBTM,7415795071,JBT Marel Corporation,NYSE,Industrials
725,STAG,7329940248,"STAG Industrial, Inc.",NYSE,Real Estate
726,CADE,7315682008,Cadence Bank,NYSE,Financials
727,KNX,7375941443,Knight-Swift Transportation Holdings Inc.,NYSE,Industrials
728,CRK,7367397823,"Comstock Resources, Inc.",NYSE,Energy
729,ELP,7713620471,Companhia Paranaense de Energia - COPEL,NYSE,Utilities
730,ELPC,1835743644,Companhia Paranaense de Energia - COPEL,NYSE,Utilities
731,ESTC,7389022630,Elastic N.V.,NYSE,Technology
732,ALSN,7310810413,"Allison Transmission Holdings, Inc.",NYSE,Consumer Discretionary
733,AMTM,7303621140,"Amentum Holdings, Inc.",NYSE,Industrials
734,IBP,7332255251,"Installed Building Products, Inc.",NYSE,Consumer Discretionary
735,NFG,7286956647,National Fuel Gas Company,NYSE,Energy
736,MOG.A,6818850304,Moog Inc.,NYSE,Industrials
737,PATH,7226815016,UiPath Inc.,NYSE,Technology
738,OMF,7306531521,"OneMain Holdings, Inc.",NYSE,Financials
739,NEU,7203798906,NewMarket Corporation,NYSE,Materials
740,MOG.B,6810096128,Moog Inc.,NYSE,Industrials
741,ICL,7150326919,ICL Group Ltd,NYSE,Materials
742,AL,7136197293,Air Lease Corporation,NYSE,Industrials
743,QS,7132578359,QuantumScape Corporation,NYSE,Consumer Discretionary
744,MUSA,7447267147,Murphy USA Inc.,NYSE,Consumer Discretionary
745,MHK,7139822303,"Mohawk Industries, Inc.",NYSE,Consumer Discretionary
746,TFII,7188225916,TFI International Inc.,NYSE,Industrials
747,TX,7039593333,Ternium S.A.,NYSE,Materials
748,EXP,7202711813,Eagle Materials Inc.,NYSE,Materials
749,BBU,2958228891,Brookfield Business Partners L.P.,NYSE,Industrials
750,IDA,7000477865,"IDACORP, Inc.",NYSE,Utilities
751,TTC,6984421146,The Toro Company,NYSE,Industrials
752,R,6960106931,"Ryder System, Inc.",NYSE,Industrials
753,PJT,4135532750,PJT Partners Inc.,NYSE,Financials
754,CMC,6950204293,Commercial Metals Company,NYSE,Materials
755,PFSI,6890599766,"PennyMac Financial Services, Inc.",NYSE,Financials
756,CWEN.A,7054120960,"Clearway Energy, Inc.",NYSE,Utilities
757,EMN,6978909932,Eastman Chemical Company,NYSE,Materials
758,FND,6905913752,"Floor & Decor Holdings, Inc.",NYSE,Consumer Discretionary
759,SSD,6892604469,"Simpson Manufacturing Co., Inc.",NYSE,Materials
760,ORA,6881598655,"Ormat Technologies, Inc.",NYSE,Utilities
761,ZK,6880801462,ZEEKR Intelligent Technology Holding Limited,NYSE,Consumer Discretionary
762,INGR,6926403530,Ingredion Incorporated,NYSE,Consumer Staples
763,HESM,6871186146,Hess Midstream LP,NYSE,Energy
764,FSS,6789277622,Federal Signal Corporation,NYSE,Industrials
765,ESAB,6772308257,ESAB Corporation,NYSE,Industrials
766,SNV,6770032276,Synovus Financial Corp.,NYSE,Financials
767,STWD,6761573936,"Starwood Property Trust, Inc.",NYSE,Real Estate
768,FLR,6743876093,Fluor Corporation,NYSE,Industrials
769,VOYA,6805685754,"Voya Financial, Inc.",NYSE,Financials
770,VFC,6736094828,V.F. Corporation,NYSE,Consumer Discretionary
771,TAL,6730250809,TAL Education Group,NYSE,Consumer Staples
772,ONTO,6713901955,Onto Innovation Inc.,NYSE,Technology
773,PRIM,6708116377,Primoris Services Corporation,NYSE,Industrials
774,FAF,6704001000,First American Financial Corporation,NYSE,Financials
775,EAT,6651797198,"Brinker International, Inc.",NYSE,Consumer Discretionary
776,THG,6601537001,"The Hanover Insurance Group, Inc.",NYSE,Financials
777,JXN,6600553493,Jackson Financial Inc.,NYSE,Financials
778,PB,6591483222,"Prosperity Bancshares, Inc.",NYSE,Financials
779,OBDC,6582301293,Blue Owl Capital Corporation,NYSE,Financials
780,GGB,7061936492,Gerdau S.A.,NYSE,Materials
781,ADT,6173696963,ADT Inc.,NYSE,Industrials
782,TFPM,6523212359,Triple Flag Precious Metals Corp.,NYSE,Materials
783,CIG,5892726499,Companhia Energética de Minas Gerais - CEMIG,NYSE,Utilities
784,CIG.C,7337649664,Companhia Energética de Minas Gerais - CEMIG,NYSE,Utilities
785,CWAN,6376848728,"Clearwater Analytics Holdings, Inc.",NYSE,Technology
786,TRNO,6462788743,Terreno Realty Corporation,NYSE,Real Estate
787,BYD,6462969850,Boyd Gaming Corporation,NYSE,Consumer Discretionary
788,HR,6346897836,Healthcare Realty Trust Incorporated,NYSE,Real Estate
789,DLB,6457980579,"Dolby Laboratories, Inc.",NYSE,Industrials
790,JHG,6597687386,Janus Henderson Group plc,NYSE,Financials
791,OTF,6420172638,Blue Owl Technology Finance Corp.,NYSE,Financials
792,STVN,6381491438,Stevanato Group S.p.A.,NYSE,Healthcare
793,SEE,6377782050,Sealed Air Corporation,NYSE,Consumer Discretionary
794,MTG,6363193500,MGIC Investment Corporation,NYSE,Financials
795,AXTA,6459399968,Axalta Coating Systems Ltd.,NYSE,Materials
796,TXNM,6316349434,"TXNM Energy, Inc.",NYSE,Utilities
797,LOAR,6314583473,Loar Holdings Inc.,NYSE,Industrials
798,RITM,6027345871,Rithm Capital Corp.,NYSE,Real Estate
799,OR,6293589625,OR Royalties Inc.,NYSE,Materials
800,MSA,6304647043,MSA Safety Incorporated,NYSE,Industrials
801,BXSL,6296975978,Blackstone Secured Lending Fund,NYSE,Financials
802,ESI,6267251956,Element Solutions Inc,NYSE,Materials
803,EPRT,6229664715,"Essential Properties Realty Trust, Inc.",NYSE,Real Estate
804,HBM,6224943711,Hudbay Minerals Inc.,NYSE,Materials
805,CHE,6440279625,Chemed Corporation,NYSE,Healthcare
806,FOUR,6238813540,"Shift4 Payments, Inc.",NYSE,Technology
807,BLSH,6102691430,Bullish,NYSE,Technology
808,ESNT,6095885909,Essent Group Ltd.,NYSE,Financials
809,AG,6081257842,First Majestic Silver Corp.,NYSE,Materials
810,TMHC,6082406303,Taylor Morrison Home Corporation,NYSE,Consumer Discretionary
811,KEX,6333524909,Kirby Corporation,NYSE,Industrials
812,LTH,6072907035,"Life Time Group Holdings, Inc.",NYSE,Consumer Discretionary
813,RHP,6055951593,"Ryman Hospitality Properties, Inc.",NYSE,Real Estate
814,SITE,6019360743,"SiteOne Landscape Supply, Inc.",NYSE,Industrials
815,GKOS,5990320274,Glaukos Corporation,NYSE,Healthcare
816,FNB,5981105468,F.N.B. Corporation,NYSE,Financials
817,MIR,5634111220,"Mirion Technologies, Inc.",NYSE,Industrials
818,BOOT,5984882388,"Boot Barn Holdings, Inc.",NYSE,Consumer Discretionary
819,FBIN,5956652860,"Fortune Brands Innovations, Inc.",NYSE,Industrials
820,HXL,5946558863,Hexcel Corporation,NYSE,Industrials
821,BVN,5938212974,Compañía de Minas Buenaventura S.A.A.,NYSE,Materials
822,SWX,5910143765,"Southwest Gas Holdings, Inc.",NYSE,Utilities
