No.,Symbol,Market Cap,Company Name,Exchange,Sector
97,AXON,41734956363,"Axon Enterprise, Inc.",NASDAQ,Industrials
98,JD,41349660000,"JD.com, Inc.",NASDAQ,Consumer Discretionary
99,CCEP,41934341976,Coca-Cola Europacific Partners PLC,NASDAQ,Consumer Staples
100,BIDU,39976286045,"Baidu, Inc.",NASDAQ,Communication Services
101,PAYX,40382743652,"Paychex, Inc.",NASDAQ,Technology
102,TEAM,39110382572,Atlassian Corporation,NASDAQ,Technology
103,CPRT,37803610648,"Copart, Inc.",NASDAQ,Industrials
104,EBAY,37423338594,eBay Inc.,NASDAQ,Consumer Discretionary
105,ONC,35815754060,BeOne Medicines AG,NASDAQ,Healthcare
106,CTSH,37575530645,Cognizant Technology Solutions Corporation,NASDAQ,Technology
107,KDP,36749673531,Keurig Dr Pepper Inc.,NASDAQ,Consumer Staples
108,GEHC,36521908791,GE HealthCare Technologies Inc.,NASDAQ,Healthcare
109,CRWV,35523312390,"CoreWeave, Inc.",NASDAQ,Technology
110,KMB,35180311210,Kimberly-Clark Corporation,NASDAQ,Consumer Staples
111,SOFI,34163233237,"SoFi Technologies, Inc.",NASDAQ,Financials
112,RYAAY,7110451980,Ryanair Holdings plc,NASDAQ,Industrials
113,ACGL,34806319203,Arch Capital Group Ltd.,NASDAQ,Financials
114,FISV,33028721191,"Fiserv, Inc.",NASDAQ,Technology
115,NTRA,32639040828,"Natera, Inc.",NASDAQ,Healthcare
116,SNDK,32027517837,Sandisk Corporation,NASDAQ,Technology
117,UAL,32020924492,"United Airlines Holdings, Inc.",NASDAQ,Industrials
118,ERIC,31661264033,Telefonaktiebolaget LM Ericsson (publ),NASDAQ,Technology
119,EXPE,30204719523,"Expedia Group, Inc.",NASDAQ,Consumer Discretionary
120,VRSK,31083348939,"Verisk Analytics, Inc.",NASDAQ,Industrials
121,WTW,31741252073,Willis Towers Watson Public Limited Company,NASDAQ,Financials
122,KHC,30112197930,The Kraft Heinz Company,NASDAQ,Consumer Staples
123,CSGP,29328537137,"CoStar Group, Inc.",NASDAQ,Real Estate
124,CHTR,27884724422,"Charter Communications, Inc.",NASDAQ,Communication Services
125,VOD,29947856201,Vodafone Group Public Limited Company,NASDAQ,Communication Services
126,TSCO,28790987963,Tractor Supply Company,NASDAQ,Consumer Discretionary
127,FOXA,29225807638,Fox Corporation,NASDAQ,Communication Services
128,FITB,28608589362,Fifth Third Bancorp,NASDAQ,Financials
129,IBKR,109130335250,"Interactive Brokers Group, Inc.",NASDAQ,Financials
130,ODFL,28088193311,"Old Dominion Freight Line, Inc.",NASDAQ,Industrials
131,MCHP,27922841593,Microchip Technology Incorporated,NASDAQ,Technology
132,FSLR,27938641104,"First Solar, Inc.",NASDAQ,Technology
133,LPLA,27884874425,LPL Financial Holdings Inc.,NASDAQ,Financials
134,EXE,27627867115,Expand Energy Corporation,NASDAQ,Energy
135,FOX,26173645431,Fox Corporation,NASDAQ,Communication Services
136,MDB,26990488301,"MongoDB, Inc.",NASDAQ,Technology
137,BIIB,26693945413,Biogen Inc.,NASDAQ,Healthcare
138,CRDO,26668526009,Credo Technology Group Holding Ltd,NASDAQ,Technology
139,CINF,26309443194,Cincinnati Financial Corporation,NASDAQ,Financials
140,TER,26933168111,"Teradyne, Inc.",NASDAQ,Technology
141,ZM,26161194925,Zoom Communications Inc.,NASDAQ,Technology
142,HBAN,23612637941,Huntington Bancshares Incorporated,NASDAQ,Financials
143,TW,22942015643,Tradeweb Markets Inc.,NASDAQ,Financials
144,NTRS,24572019754,Northern Trust Corporation,NASDAQ,Financials
145,ALAB,24453865524,"Astera Labs, Inc.",NASDAQ,Technology
146,DXCM,24132524672,"DexCom, Inc.",NASDAQ,Healthcare
147,STLD,23986913306,"Steel Dynamics, Inc.",NASDAQ,Materials
148,BNTX,23975817307,BioNTech SE,NASDAQ,Healthcare
149,VRSN,23703065733,"VeriSign, Inc.",NASDAQ,Technology
150,FWONK,31171604734,Formula One Group,NASDAQ,Communication Services
151,FUTU,23431989933,Futu Holdings Limited,NASDAQ,Financials
152,ULTA,23361684411,"Ulta Beauty, Inc.",NASDAQ,Consumer Discretionary
153,FCNCA,23351483301,"First Citizens BancShares, Inc.",NASDAQ,Financials
154,FWONA,31687466517,Formula One Group,NASDAQ,Communication Services
155,PODD,23133577407,Insulet Corporation,NASDAQ,Healthcare
156,RPRX,17164757125,Royalty Pharma plc,NASDAQ,Healthcare
157,RKLB,21853089688,Rocket Lab Corporation,NASDAQ,Industrials
158,AFRM,22428555599,"Affirm Holdings, Inc.",NASDAQ,Technology
159,CYBR,22585912172,CyberArk Software Ltd.,NASDAQ,Technology
160,NBIS,19389931746,Nebius Group N.V.,NASDAQ,Communication Services
161,NTAP,22253457671,"NetApp, Inc.",NASDAQ,Technology
162,TROW,22349534111,"T. Rowe Price Group, Inc.",NASDAQ,Financials
163,TPG,22022607527,TPG Inc.,NASDAQ,Financials
164,GRAB,20776600000,Grab Holdings Limited,NASDAQ,Technology
165,ESLT,21619053303,Elbit Systems Ltd.,NASDAQ,Industrials
166,DLTR,22473934619,"Dollar Tree, Inc.",NASDAQ,Consumer Staples
167,FLEX,21207475311,Flex Ltd.,NASDAQ,Technology
168,LULU,20141719236,lululemon athletica inc.,NASDAQ,Consumer Discretionary
169,CASY,21023587444,"Casey's General Stores, Inc.",NASDAQ,Consumer Discretionary
170,SSNC,20959901913,"SS&C Technologies Holdings, Inc.",NASDAQ,Technology
171,UTHR,21701693626,United Therapeutics Corporation,NASDAQ,Healthcare
172,INCY,20721861302,Incyte Corporation,NASDAQ,Healthcare
173,PTC,20776847276,PTC Inc.,NASDAQ,Technology
174,LITE,20243386168,Lumentum Holdings Inc.,NASDAQ,Technology
175,SBAC,20789917786,SBA Communications Corporation,NASDAQ,Real Estate
176,SATS,20439363773,EchoStar Corporation,NASDAQ,Communication Services
177,ASTS,16579559326,"AST SpaceMobile, Inc.",NASDAQ,Technology
178,CHKP,20019769913,Check Point Software Technologies Ltd.,NASDAQ,Technology
179,ILMN,19808992000,"Illumina, Inc.",NASDAQ,Healthcare
180,ON,19757532684,ON Semiconductor Corporation,NASDAQ,Technology
181,SMCI,19331325899,"Super Micro Computer, Inc.",NASDAQ,Technology
182,TRMB,19235909778,Trimble Inc.,NASDAQ,Technology
183,GFS,19159214115,GlobalFoundries Inc.,NASDAQ,Technology
184,EXAS,19161202230,Exact Sciences Corporation,NASDAQ,Healthcare
185,GMAB,19342182649,Genmab A/S,NASDAQ,Healthcare
186,RIVN,19014329569,"Rivian Automotive, Inc.",NASDAQ,Consumer Discretionary
187,CG,18972988614,The Carlyle Group Inc.,NASDAQ,Financials
188,TTD,19224680787,"The Trade Desk, Inc.",NASDAQ,Communication Services
189,CDW,18647637922,CDW Corporation,NASDAQ,Technology
190,PFG,19051120685,"Principal Financial Group, Inc.",NASDAQ,Financials
191,CHRW,18588884958,"C.H. Robinson Worldwide, Inc.",NASDAQ,Industrials
192,LI,18490660674,Li Auto Inc.,NASDAQ,Consumer Discretionary
193,Z,17930027695,"Zillow Group, Inc.",NASDAQ,Communication Services
194,EVRG,17627497006,"Evergy, Inc.",NASDAQ,Utilities
195,WWD,17610280121,"Woodward, Inc.",NASDAQ,Industrials
196,LNT,17603036623,Alliant Energy Corporation,NASDAQ,Utilities
197,ZG,17484681435,"Zillow Group, Inc.",NASDAQ,Communication Services
198,TLN,17315229934,Talen Energy Corporation,NASDAQ,Utilities
199,MEDP,17233600514,"Medpace Holdings, Inc.",NASDAQ,Healthcare
200,PSKY,11515834035,Paramount Skydance Corporation,NASDAQ,Communication Services
201,FTAI,16821959700,FTAI Aviation Ltd.,NASDAQ,Industrials
202,HOLX,16691126400,"Hologic, Inc.",NASDAQ,Healthcare
203,GEN,16449295417,Gen Digital Inc.,NASDAQ,Technology
204,LOGI,16510271120,Logitech International S.A.,NASDAQ,Technology
205,JBHT,16385152349,"J.B. Hunt Transport Services, Inc.",NASDAQ,Industrials
206,RGLD,12615962781,"Royal Gold, Inc.",NASDAQ,Materials
207,NTNX,15720274462,"Nutanix, Inc.",NASDAQ,Technology
208,DKNG,15761534626,DraftKings Inc.,NASDAQ,Consumer Discretionary
209,COO,15603047666,"The Cooper Companies, Inc.",NASDAQ,Healthcare
210,ERIE,13654874173,Erie Indemnity Company,NASDAQ,Financials
211,JBS,32229087300,"JBS USA Holdings, Inc.",NASDAQ,Consumer Staples
212,NWS,16233174111,News Corporation,NASDAQ,Communication Services
213,WMG,14777916076,Warner Music Group Corp.,NASDAQ,Communication Services
214,EWBC,14773942158,"East West Bancorp, Inc.",NASDAQ,Financials
215,RVMD,14754167518,"Revolution Medicines, Inc.",NASDAQ,Healthcare
216,ARCC,14557879044,Ares Capital Corporation,NASDAQ,Financials
217,ROIV,14507955089,Roivant Sciences Ltd.,NASDAQ,Healthcare
218,NBIX,14270548330,"Neurocrine Biosciences, Inc.",NASDAQ,Healthcare
219,OKTA,13672133982,"Okta, Inc.",NASDAQ,Technology
220,NWSA,14398039688,News Corporation,NASDAQ,Communication Services
221,HTHT,14205113378,H World Group Limited,NASDAQ,Consumer Discretionary
222,KSPI,14201999818,Joint Stock Company Kaspi.kz,NASDAQ,Technology
223,DPZ,14109800361,"Domino's Pizza, Inc.",NASDAQ,Consumer Discretionary
224,GH,13508739303,"Guardant Health, Inc.",NASDAQ,Healthcare
225,ROKU,14019039183,"Roku, Inc.",NASDAQ,Communication Services
226,COKE,14124780180,"Coca-Cola Consolidated, Inc.",NASDAQ,Consumer Staples
227,FFIV,13844736840,"F5, Inc.",NASDAQ,Technology
228,AVAV,13904621683,"AeroVironment, Inc.",NASDAQ,Industrials
229,TEM,13175306131,"Tempus AI, Inc.",NASDAQ,Healthcare
230,DOCU,13667339844,"DocuSign, Inc.",NASDAQ,Technology
231,BBIO,13455832684,"BridgeBio Pharma, Inc.",NASDAQ,Healthcare
232,SMMT,13131966370,Summit Therapeutics Inc.,NASDAQ,Healthcare
233,IREN,13454564368,IREN Limited,NASDAQ,Financials
234,MDGL,13131543110,"Madrigal Pharmaceuticals, Inc.",NASDAQ,Healthcare
235,LAMR,13447007531,Lamar Advertising Company,NASDAQ,Real Estate
236,NDSN,13392514631,Nordson Corporation,NASDAQ,Industrials
237,NXT,13363437193,Nextpower Inc.,NASDAQ,Technology
238,ICLR,13328179447,ICON Public Limited Company,NASDAQ,Healthcare
239,REG,12905113547,Regency Centers Corporation,NASDAQ,Real Estate
240,WYNN,13253626838,"Wynn Resorts, Limited",NASDAQ,Consumer Discretionary
241,IONS,12860448476,"Ionis Pharmaceuticals, Inc.",NASDAQ,Healthcare
242,LECO,13081923082,"Lincoln Electric Holdings, Inc.",NASDAQ,Industrials
243,AKAM,13050015648,"Akamai Technologies, Inc.",NASDAQ,Technology
244,VNOM,11798857058,"Viper Energy, Inc.",NASDAQ,Energy
245,BSY,12042881747,"Bentley Systems, Incorporated",NASDAQ,Technology
246,KTOS,12670285555,"Kratos Defense & Security Solutions, Inc.",NASDAQ,Industrials
247,ZBRA,12630104933,Zebra Technologies Corporation,NASDAQ,Technology
248,ASND,12453083818,Ascendis Pharma A/S,NASDAQ,Healthcare
249,GLPI,12254261209,"Gaming and Leisure Properties, Inc.",NASDAQ,Real Estate
250,JKHY,12645863928,"Jack Henry & Associates, Inc.",NASDAQ,Technology
251,MTSI,12429882391,"MACOM Technology Solutions Holdings, Inc.",NASDAQ,Technology
252,HST,12230625000,"Host Hotels & Resorts, Inc.",NASDAQ,Real Estate
253,PAA,12247904376,"Plains All American Pipeline, L.P.",NASDAQ,Energy
254,VTRS,12162689848,Viatris Inc.,NASDAQ,Healthcare
255,EXEL,11563741121,"Exelixis, Inc.",NASDAQ,Healthcare
256,TXRH,11658479857,"Texas Roadhouse, Inc.",NASDAQ,Consumer Discretionary
257,HAS,11447290966,"Hasbro, Inc.",NASDAQ,Consumer Discretionary
258,BILI,11370903958,Bilibili Inc.,NASDAQ,Communication Services
259,ENTG,11175952000,"Entegris, Inc.",NASDAQ,Technology
260,AGNC,11156299263,AGNC Investment Corp.,NASDAQ,Real Estate
261,AGNCM,8670523806,AGNC Investment Corp.,NASDAQ,Real Estate
262,CART,11076265751,Maplebear Inc.,NASDAQ,Consumer Discretionary
263,TSEM,10952153818,Tower Semiconductor Ltd.,NASDAQ,Technology
264,JAZZ,10940710882,Jazz Pharmaceuticals plc,NASDAQ,Healthcare
265,BMRN,10814116424,BioMarin Pharmaceutical Inc.,NASDAQ,Healthcare
266,ENSG,10785882653,"The Ensign Group, Inc.",NASDAQ,Healthcare
267,RNA,9390599999,"Avidity Biosciences, Inc.",NASDAQ,Healthcare
268,MANH,10645261455,"Manhattan Associates, Inc.",NASDAQ,Technology
269,ALGN,10583306573,"Align Technology, Inc.",NASDAQ,Healthcare
270,SAIL,10435780275,"SailPoint, Inc.",NASDAQ,Technology
271,CELH,10416053200,"Celsius Holdings, Inc.",NASDAQ,Consumer Staples
272,TECH,10322314379,Bio-Techne Corporation,NASDAQ,Healthcare
273,STRL,10169297949,"Sterling Infrastructure, Inc.",NASDAQ,Industrials
274,BZ,4824861290,Kanzhun Limited,NASDAQ,Communication Services
275,MKSI,10007998326,MKS Inc.,NASDAQ,Technology
276,GLXY,8451386009,Galaxy Digital Inc.,NASDAQ,Financials
277,RMBS,9951536367,Rambus Inc.,NASDAQ,Technology
278,SEIC,9820197992,SEI Investments Company,NASDAQ,Financials
279,MRNA,9669008572,"Moderna, Inc.",NASDAQ,Healthcare
280,RGEN,9668499048,Repligen Corporation,NASDAQ,Healthcare
281,FYBR,9487810200,"Frontier Communications Parent, Inc.",NASDAQ,Communication Services
282,ABVX,9687237934,ABIVAX Société Anonyme,NASDAQ,Healthcare
283,SWKS,9442328863,"Skyworks Solutions, Inc.",NASDAQ,Technology
284,XP,9542306961,XP Inc.,NASDAQ,Financials
285,LSCC,9297381260,Lattice Semiconductor Corporation,NASDAQ,Technology
286,PEGA,9331329388,Pegasystems Inc.,NASDAQ,Technology
287,IDCC,9205532737,"InterDigital, Inc.",NASDAQ,Technology
288,MBLY,9156002456,Mobileye Global Inc.,NASDAQ,Consumer Discretionary
289,WTFC,9141555423,Wintrust Financial Corporation,NASDAQ,Financials
290,POOL,9117339382,Pool Corporation,NASDAQ,Industrials
291,HQY,9149054106,"HealthEquity, Inc.",NASDAQ,Healthcare
292,CPB,9065170312,The Campbell's Company,NASDAQ,Consumer Staples
293,LINE,8150448396,"Lineage, Inc.",NASDAQ,Real Estate
294,FIVE,8676035584,"Five Below, Inc.",NASDAQ,Consumer Discretionary
295,DRS,8986382771,"Leonardo DRS, Inc.",NASDAQ,Industrials
296,TIGO,9054125983,Millicom International Cellular S.A.,NASDAQ,Communication Services
297,NVMI,8883029997,Nova Ltd.,NASDAQ,Technology
298,TTEK,8899846333,"Tetra Tech, Inc.",NASDAQ,Industrials
299,HSIC,9256403662,"Henry Schein, Inc.",NASDAQ,Healthcare
300,PPC,8886649992,Pilgrim's Pride Corporation,NASDAQ,Consumer Staples
301,AAL,8884730344,American Airlines Group Inc.,NASDAQ,Industrials
302,MORN,9075931591,"Morningstar, Inc.",NASDAQ,Financials
303,FRMI,8660828267,Fermi Inc.,NASDAQ,Real Estate
304,RGTI,8607080114,"Rigetti Computing, Inc.",NASDAQ,Technology
305,HALO,8563413540,"Halozyme Therapeutics, Inc.",NASDAQ,Healthcare
306,ONB,8554020970,Old National Bancorp,NASDAQ,Financials
307,APA,8542195668,APA Corporation,NASDAQ,Energy
308,UMBF,8522050805,UMB Financial Corporation,NASDAQ,Financials
309,COLB,6143169322,"Columbia Banking System, Inc.",NASDAQ,Financials
310,CORT,8444510061,Corcept Therapeutics Incorporated,NASDAQ,Healthcare
311,SANM,8325127274,Sanmina Corporation,NASDAQ,Technology
312,DOX,8492751668,Amdocs Limited,NASDAQ,Technology
313,SFD,8392956380,"Smithfield Foods, Inc.",NASDAQ,Consumer Staples
314,OTEX,8510413868,Open Text Corporation,NASDAQ,Technology
315,AMKR,8355138171,"Amkor Technology, Inc.",NASDAQ,Technology
316,TTAN,8317207133,"ServiceTitan, Inc.",NASDAQ,Technology
317,GGAL,7852975659,Grupo Financiero Galicia S.A.,NASDAQ,Financials
318,CYTK,8036975451,"Cytokinetics, Incorporated",NASDAQ,Healthcare
319,APPF,8257402931,"AppFolio, Inc.",NASDAQ,Technology
320,FRHC,8133691806,Freedom Holding Corp.,NASDAQ,Financials
321,DUOL,8124762785,"Duolingo, Inc.",NASDAQ,Technology
322,IESC,8090742980,"IES Holdings, Inc.",NASDAQ,Industrials
323,PCTY,8232150228,Paylocity Holding Corporation,NASDAQ,Technology
324,NUVL,7987764379,"Nuvalent, Inc.",NASDAQ,Healthcare
325,SFM,7886557318,"Sprouts Farmers Market, Inc.",NASDAQ,Consumer Staples
326,MTCH,7882383611,"Match Group, Inc.",NASDAQ,Communication Services
327,MASI,7906822214,Masimo Corporation,NASDAQ,Healthcare
328,ZION,7858886249,"Zions Bancorporation, National Association",NASDAQ,Financials
329,LYFT,7839893080,"Lyft, Inc.",NASDAQ,Technology
330,QRVO,7802919978,"Qorvo, Inc.",NASDAQ,Technology
331,AEIS,7772551095,"Advanced Energy Industries, Inc.",NASDAQ,Industrials
332,GSAT,7723191028,"Globalstar, Inc.",NASDAQ,Communication Services
333,DBX,8387710053,"Dropbox, Inc.",NASDAQ,Technology
334,AAON,7672433064,"AAON, Inc.",NASDAQ,Industrials
335,BPOP,7650939611,"Popular, Inc.",NASDAQ,Financials
336,CFLT,7636577826,"Confluent, Inc.",NASDAQ,Technology
337,MNDY,7562448499,monday.com Ltd.,NASDAQ,Technology
338,LKQ,7615367575,LKQ Corporation,NASDAQ,Consumer Discretionary
339,AUR,7590435172,"Aurora Innovation, Inc.",NASDAQ,Technology
340,AXSM,7580044550,"Axsome Therapeutics, Inc.",NASDAQ,Healthcare
341,OLLI,7575089984,"Ollie's Bargain Outlet Holdings, Inc.",NASDAQ,Consumer Staples
342,CHDN,7509088226,Churchill Downs Incorporated,NASDAQ,Consumer Discretionary
343,BRKR,7483388526,Bruker Corporation,NASDAQ,Healthcare
344,SITM,7481484583,SiTime Corporation,NASDAQ,Technology
345,BTSG,6532360197,"BrightSpring Health Services, Inc.",NASDAQ,Healthcare
346,VFS,7460812513,VinFast Auto Ltd.,NASDAQ,Consumer Discretionary
347,STEP,7781661418,StepStone Group Inc.,NASDAQ,Financials
348,SOLS,7442730412,"Solstice Advanced Materials, Inc.",NASDAQ,Materials
349,SAIA,7454344525,"Saia, Inc.",NASDAQ,Industrials
350,FROG,7423930287,JFrog Ltd.,NASDAQ,Technology
351,CHYM,7356545687,"Chime Financial, Inc.",NASDAQ,Technology
352,WING,7307318846,Wingstop Inc.,NASDAQ,Consumer Discretionary
353,MRUS,7282312833,Merus N.V.,NASDAQ,Healthcare
354,GRFS,7334585884,"Grifols, S.A.",NASDAQ,Healthcare
355,RYTM,7257546090,"Rhythm Pharmaceuticals, Inc.",NASDAQ,Healthcare
356,LLYVK,7234780294,Liberty Live Group,NASDAQ,Communication Services
357,FIGR,1671634298,"Figure Technology Solutions, Inc.",NASDAQ,Financials
358,CAI,7217318290,"Caris Life Sciences, Inc.",NASDAQ,Healthcare
359,CIGI,7023092002,Colliers International Group Inc.,NASDAQ,Real Estate
360,BOKF,7170989045,BOK Financial Corporation,NASDAQ,Financials
361,LLYVA,6962775344,Liberty Live Group,NASDAQ,Communication Services
362,CBSH,7162258482,"Commerce Bancshares, Inc.",NASDAQ,Financials
363,PNFP,7195123637,"Pinnacle Financial Partners, Inc.",NASDAQ,Financials
364,NTSK,885734000,"Netskope, Inc.",NASDAQ,Technology
365,TTMI,7079187970,"TTM Technologies, Inc.",NASDAQ,Technology
366,WAY,6404623001,Waystar Holding Corp.,NASDAQ,Healthcare
367,DSGX,7046495732,The Descartes Systems Group Inc.,NASDAQ,Technology
368,SIRI,7064428740,Sirius XM Holdings Inc.,NASDAQ,Communication Services
369,FSV,6943195993,FirstService Corporation,NASDAQ,Real Estate
370,HLNE,6909289350,Hamilton Lane Incorporated,NASDAQ,Financials
371,MMYT,6927681466,MakeMyTrip Limited,NASDAQ,Consumer Discretionary
372,CIFR,6922012786,Cipher Mining Inc.,NASDAQ,Financials
373,CDTX,5569906665,"Cidara Therapeutics, Inc.",NASDAQ,Healthcare
374,GTLB,6750951049,GitLab Inc.,NASDAQ,Technology
375,QMMM,5844850054,QMMM Holdings Limited,NASDAQ,Communication Services
376,GDS,6339177960,GDS Holdings Limited,NASDAQ,Technology
377,FCFS,6879529522,"FirstCash Holdings, Inc.",NASDAQ,Financials
378,APLD,6639742673,Applied Digital Corporation,NASDAQ,Technology
379,GLBE,6697390801,Global-E Online Ltd.,NASDAQ,Consumer Discretionary
